"Date","Price","Open","High","Low","Change %"
"Jun 24, 2008","1.0469","1.0504","1.0526","1.0429","-0.29%"
"Jun 23, 2008","1.0499","1.0487","1.0537","1.0456","0.16%"
"Jun 20, 2008","1.0482","1.0526","1.0537","1.0449","-0.34%"
"Jun 19, 2008","1.0518","1.0566","1.0587","1.0502","-0.42%"
"Jun 18, 2008","1.0562","1.0595","1.0637","1.0553","-0.29%"
"Jun 17, 2008","1.0593","1.0633","1.0652","1.0574","-0.43%"
"Jun 16, 2008","1.0639","1.0639","1.0684","1.0607","-0.05%"
"Jun 13, 2008","1.0644","1.0679","1.0713","1.0621","-0.50%"
"Jun 12, 2008","1.0697","1.0552","1.0722","1.0535","1.28%"
"Jun 11, 2008","1.0562","1.0578","1.0606","1.0532","-0.14%"
"Jun 10, 2008","1.0577","1.0535","1.0593","1.0494","0.38%"
"Jun 09, 2008","1.0537","1.0393","1.0545","1.0362","1.43%"
"Jun 06, 2008","1.0388","1.0435","1.0457","1.0367","-0.46%"
"Jun 05, 2008","1.0436","1.0456","1.0514","1.0421","-0.15%"
"Jun 04, 2008","1.0452","1.0512","1.0543","1.0383","-0.40%"
"Jun 03, 2008","1.0494","1.0464","1.0518","1.0399","0.30%"
"Jun 02, 2008","1.0463","1.0471","1.0532","1.0448","0.02%"
"May 30, 2008","1.0461","1.0466","1.0513","1.0435","-0.04%"
"May 29, 2008","1.0465","1.0390","1.0488","1.0365","0.73%"
"May 28, 2008","1.0389","1.0428","1.0461","1.0382","-0.42%"
"May 27, 2008","1.0433","1.0410","1.0437","1.0373","0.24%"
"May 26, 2008","1.0408","1.0424","1.0438","1.0393","-0.12%"
"May 23, 2008","1.0421","1.0449","1.0480","1.0373","-0.24%"
"May 22, 2008","1.0446","1.0382","1.0480","1.0359","0.56%"
"May 21, 2008","1.0388","1.0434","1.0464","1.0355","-0.41%"
"May 20, 2008","1.0431","1.0490","1.0507","1.0392","-0.59%"
"May 19, 2008","1.0493","1.0453","1.0514","1.0452","0.25%"
"May 16, 2008","1.0467","1.0638","1.0648","1.0457","-1.63%"
"May 15, 2008","1.0640","1.0712","1.0764","1.0613","-0.64%"
"May 14, 2008","1.0709","1.0639","1.0749","1.0604","0.63%"
"May 13, 2008","1.0642","1.0556","1.0655","1.0537","0.83%"
"May 12, 2008","1.0554","1.0617","1.0688","1.0546","-0.56%"
"May 09, 2008","1.0613","1.0597","1.0658","1.0573","0.21%"
"May 08, 2008","1.0591","1.0616","1.0697","1.0573","-0.33%"
"May 07, 2008","1.0626","1.0529","1.0629","1.0516","0.97%"
"May 06, 2008","1.0524","1.0564","1.0602","1.0516","-0.38%"
"May 05, 2008","1.0564","1.0691","1.0703","1.0556","-1.11%"
"May 02, 2008","1.0683","1.0723","1.0783","1.0651","-0.34%"
"May 01, 2008","1.0719","1.0600","1.0746","1.0586","1.03%"
"Apr 30, 2008","1.0610","1.0718","1.0741","1.0553","-0.97%"
"Apr 29, 2008","1.0714","1.0658","1.0762","1.0643","0.50%"
"Apr 28, 2008","1.0661","1.0704","1.0713","1.0630","-0.45%"
"Apr 25, 2008","1.0709","1.0642","1.0764","1.0611","0.64%"
"Apr 24, 2008","1.0641","1.0554","1.0669","1.0542","0.93%"
"Apr 23, 2008","1.0543","1.0583","1.0586","1.0478","-0.47%"
"Apr 22, 2008","1.0593","1.0609","1.0648","1.0553","-0.08%"
"Apr 21, 2008","1.0602","1.0712","1.0720","1.0585","-1.02%"
"Apr 18, 2008","1.0711","1.0683","1.0787","1.0639","0.31%"
"Apr 17, 2008","1.0678","1.0643","1.0709","1.0641","0.28%"
"Apr 16, 2008","1.0648","1.0791","1.0813","1.0634","-1.33%"
"Apr 15, 2008","1.0791","1.0790","1.0831","1.0740","0.00%"
"Apr 14, 2008","1.0791","1.0806","1.0863","1.0781","0.11%"
"Apr 11, 2008","1.0779","1.0734","1.0785","1.0693","0.49%"
"Apr 10, 2008","1.0726","1.0763","1.0779","1.0695","-0.33%"
"Apr 09, 2008","1.0762","1.0740","1.0798","1.0710","0.16%"
"Apr 08, 2008","1.0745","1.0812","1.0822","1.0725","-0.57%"
"Apr 07, 2008","1.0807","1.0852","1.0909","1.0768","-0.24%"
"Apr 04, 2008","1.0833","1.0913","1.0989","1.0824","-0.81%"
"Apr 03, 2008","1.0921","1.0937","1.0999","1.0892","-0.20%"
"Apr 02, 2008","1.0943","1.1020","1.1046","1.0916","-0.73%"
"Apr 01, 2008","1.1023","1.0946","1.1075","1.0925","0.68%"
"Mar 31, 2008","1.0949","1.0908","1.0986","1.0886","0.50%"
"Mar 28, 2008","1.0895","1.0884","1.0928","1.0814","0.11%"
"Mar 27, 2008","1.0883","1.0861","1.0908","1.0804","0.20%"
"Mar 26, 2008","1.0861","1.0897","1.0962","1.0817","-0.38%"
"Mar 25, 2008","1.0902","1.1023","1.1027","1.0892","-1.11%"
"Mar 24, 2008","1.1024","1.1023","1.1025","1.1018","-0.56%"
"Mar 21, 2008","1.1086","1.1116","1.1126","1.1071","-0.31%"
"Mar 20, 2008","1.1120","1.0958","1.1169","1.0904","1.44%"
"Mar 19, 2008","1.0962","1.0756","1.0968","1.0687","1.81%"
"Mar 18, 2008","1.0767","1.0880","1.0910","1.0741","-0.85%"
"Mar 17, 2008","1.0859","1.0677","1.0955","1.0581","1.73%"
"Mar 14, 2008","1.0674","1.0571","1.0694","1.0560","1.00%"
"Mar 13, 2008","1.0568","1.0709","1.0719","1.0554","-1.53%"
"Mar 12, 2008","1.0732","1.0749","1.0781","1.0672","-0.18%"
"Mar 11, 2008","1.0751","1.0903","1.0932","1.0748","-1.44%"
"Mar 10, 2008","1.0908","1.0792","1.0919","1.0735","1.19%"
"Mar 07, 2008","1.0780","1.0801","1.0816","1.0663","-0.21%"
"Mar 06, 2008","1.0803","1.0710","1.0815","1.0652","0.84%"
"Mar 05, 2008","1.0713","1.0775","1.0836","1.0702","-0.66%"
"Mar 04, 2008","1.0784","1.0637","1.0849","1.0625","1.32%"
"Mar 03, 2008","1.0643","1.0719","1.0780","1.0611","-0.89%"
"Feb 29, 2008","1.0739","1.0541","1.0743","1.0532","1.90%"
"Feb 28, 2008","1.0539","1.0613","1.0675","1.0525","-0.65%"
"Feb 27, 2008","1.0608","1.0708","1.0745","1.0599","-0.98%"
"Feb 26, 2008","1.0713","1.0791","1.0806","1.0711","-0.74%"
"Feb 25, 2008","1.0793","1.0820","1.0851","1.0781","-0.26%"
"Feb 22, 2008","1.0821","1.0878","1.0904","1.0806","-0.58%"
"Feb 21, 2008","1.0884","1.0886","1.0911","1.0857","-0.05%"
"Feb 20, 2008","1.0889","1.0883","1.0975","1.0851","0.05%"
"Feb 19, 2008","1.0884","1.0942","1.0949","1.0821","-0.58%"
"Feb 18, 2008","1.0948","1.1014","1.1027","1.0935","-0.55%"
"Feb 15, 2008","1.1008","1.1089","1.1107","1.0988","-0.72%"
"Feb 14, 2008","1.1088","1.1163","1.1170","1.1027","-0.65%"
"Feb 13, 2008","1.1161","1.1067","1.1208","1.1027","0.75%"
"Feb 12, 2008","1.1078","1.1062","1.1087","1.1000","0.23%"
"Feb 11, 2008","1.1053","1.1151","1.1185","1.1035","-0.99%"
"Feb 08, 2008","1.1164","1.1181","1.1218","1.1125","-0.26%"
"Feb 07, 2008","1.1193","1.1140","1.1267","1.1137","0.22%"
"Feb 06, 2008","1.1168","1.1151","1.1225","1.1107","0.08%"
"Feb 05, 2008","1.1159","1.1008","1.1184","1.0995","1.39%"
"Feb 04, 2008","1.1006","1.1068","1.1084","1.0984","-0.50%"
"Feb 01, 2008","1.1061","1.1164","1.1182","1.1051","-0.86%"
